Class,level2,Categories,Number,Words
CLASS        I,SECTION        III,CLASS        ISECTION        III,28. Inequality ,"inequality, disparity, imparity, odds, difference, unevenness, inclination, balance, partiality, bias, weight, shortcoming, casting, weight, makeweight, superiority, inferiority, inequation, unequal, countervail, advantage, give, advantage, turn, scale, kick, beam, topple, topple, overmatch, come, unequal, uneven, disparate, partial, unbalanced, overbalanced, topheavy, lopsided, biased, skewed, disquiparant, haud, passibus, aequis, vergil"
CLASS        I,SECTION        III,CLASS        ISECTION        III,29. Mean ,"mean, average, median, mode, balance, medium, mediocrity, generality, golden, mean, midcourse, middle, compromise, middle, course, middle, state, neutrality, mediocrity, least, common, denominator, split, difference, take, average, reduce, mean, strike, balance, pair, mean, intermediate, middle, average, neutral, mediocre, middleclass, commonplace, unimportant, average, long, run, taking, one, another, taking, things, together, taking, communibus, annis, round, numbers, medium, tenuere, beati"
CLASS        I,SECTION        III,CLASS        ISECTION        III,30. Compensation ,"compensation, equation, commutation, indemnification, compromise, neutralization, nullification, counteraction, reaction, measure, measure, retaliation, equalization, robbing, peter, pay, paul, setoff, offset, makeweight, castingweight, counterpoise, ballast, indemnity, equivalent, quid, pro, quo, bribe, hush, money, amends, atonement, counterbalance, counterclaim, crossdebt, crossdemand, make, compensation, compensate, compense, indemnify, counteract, countervail, counterpoise, balance, outbalance, overbalance, counterbalance, set, hedge, square, give, take, make, lee, way, cover, fill, neutralize, nullify, equalize, make, good, redeem, atone, compensating, compensatory, countervailing, opposite, scale, equivalent, equal, return, consideration, however, yet, still, notwithstanding, nevertheless, nathless, none, less, although, though, albeit, howbeit, mauger, events, rate, may, even, hand, time, quoad, minus, quand, meme, fr, however, may, said, done, taking, one, thing, another, average, light, mingled, gloom, whittier, every, dark, cloud, silver, lining, primo, avulso, deficit, alter, vergil, saepe, creat, molles, aspera, spina, rosas, ovid, quantity, comparison, standard"
CLASS        I,SECTION        III,CLASS        ISECTION        III,31. Greatness ,"greatness, magnitude, size, dimensions, multitude, number, immensity, enormity, infinity, might, strength, intensity, fullness, importance, great, quantity, quantity, deal, power, sight, pot, volume, world, mass, heap, assemblage, stock, store, peck, bushel, load, cargo, cartload, wagonload, shipload, flood, spring, tide, abundance, sufficiency, principal, part, chief, part, main, part, greater, part, major, part, best, part, essential, part, bulk, mass, whole, great, run, high, soar, tower, transcend, rise, great, height, carry, great, height, know, bounds, ascend, mount, enlarge, increase, expand, great, greater, large, considerable, fair, par, big, huge, large, size, herculean, cyclopean, ample, abundant, enough, full, intense, strong, sound, passing, heavy, plenary, deep, high, signal, height, zenith, worldwide, widespread, farfamed, extensive, wholesale, many, goodly, noble, precious, mighty, sad, grave, heavy, serious, far, gone, arrant, downright, utter, uttermost, crass, gross, arch, profound, intense, consummate, rank, uninitiated, redhot, desperate, glaring, flagrant, stark, staring, thoroughpaced, thoroughgoing, roaring, thumping, extraordinary, important, unsurpassed, supreme, complete, august, grand, dignified, sublime, majestic, repute, vast, immense, enormous, extreme, inordinate, excessive, extravagant, exorbitant, outrageous, preposterous, unconscionable, swinging, monstrous, overgrown, towering, stupendous, prodigious, astonishing, incredible, marvelous, unlimited, infinite, unapproachable, unutterable, indescribable, ineffable, unspeakable, inexpressible, beyond, expression, fabulous, undiminished, unabated, unreduced, unrestricted, absolute, positive, stark, decided, unequivocal, essential, perfect, finished, remarkable, mark, marked, pointed, veriest, noteworthy, renowned, truly, truth, positive, degree, decidedly, unequivocally, purely, absolutely, seriously, essentially, fundamentally, radically, downright, conscience, part, main, complete, degree, entirely, completely, abundantly, sufficiently, widely, far, wide, great, high, degree, greatly, much, muckle, well, indeed, much, deal, end, little, pretty, pretty, well, enough, great, measure, richly, large, extent, great, extent, gigantic, extent, large, scale, never, ever, ever, dole, scrap, shred, tag, splinter, rag, much, wholesale, mighty, powerfully, witness, ultra, extreme, extremely, exceedingly, intensely, exquisitely, acutely, indefinitely, immeasurably, beyond, compare, beyond, comparison, beyond, measure, beyond, bounds, incalculably, infinitely, supreme, degree, preeminently, superlatively, superiority, great, degree, immoderately, monstrously, preposterously, inordinately, exorbitantly, excessively, enormously, proportion, vengeance, marked, degree, particularly, remarkably, singularly, curiously, uncommonly, unusually, peculiarly, notably, signally, strikingly, pointedly, mainly, chiefly, famously, egregiously, prominently, glaringly, emphatically, kat, exochin, gr, strangely, wonderfully, amazingly, surprisingly, astonishingly, incredibly, marvelously, awfully, stupendously, exceptional, degree, peculiarly, unconformity, violent, degree, furiously, violence, severely, desperately, tremendously, extravagantly, confoundedly, deucedly, devilishly, vengeance, outrance, toute, outrance, fr, painful, degree, painfully, sadly, grossly, sorely, bitterly, piteously, grievously, miserably, cruelly, woefully, lamentably, shockingly, frightfully, dreadfully, fearfully, terribly, horribly, maximis, ad, minima, greatness, knows, henry, iv, mightiest, powers, deepest, calms, mightiest, powers, deepest, calms, fed, cornwall, minimum, decet, libere, cui, multum, licet, seneca, born, great, achieve, greatness, born, great, achieve, greatness, greatness, thrust, upon, twelfth, night"
CLASS        I,SECTION        III,CLASS        ISECTION        III,32. Smallness ,"smallness, littleness, small, size, tenuity, paucity, fewness, small, number, meanness, insignificance, unimportance, mediocrity, moderation, small, quantity, modicum, trace, hint, minimum, vanishing, point, material, point, atom, particle, molecule, corpuscle, point, speck, dot, mote, jot, iota, ace, minutiae, details, look, thought, idea, soupcon, dab, dight, whit, tittle, shade, shadow, spark, scintilla, gleam, touch, cast, grain, scruple, granule, globule, minim, sup, sip, sop, spice, drop, droplet, sprinkling, dash, morceau, screed, smack, tinge, tincture, inch, patch, scantling, tatter, cantlet, flitter, gobbet, mite, bit, morsel, crumb, seed, fritter, shive, snip, snippet, snick, snack, snatch, slip, scrag, chip, chipping, shiver, sliver, driblet, clipping, paring, shaving, hair, nutshell, thimbleful, spoonful, handful, capful, mouthful, fragment, fraction, part, drop, ocean, animalcule, trifle, unimportant, thing, mere, nothing, next, nothing, hardly, anything, enough, swear, shadow, shade, finiteness, finite, quantity, small, lie, nutshell, diminish, decrease, contract, small, little, diminutive, small, size, minute, fine, inconsiderable, paltry, unimportant, faint, weak, slender, light, slight, scanty, scant, limited, meager, insufficient, sparing, low, soso, middling, tolerable, great, shakes, par, par, mark, low, ebb, halfway, moderate, modest, tender, subtle, inappreciable, evanescent, infinitesimal, homeopathic, small, atomic, corpuscular, microscopic, molecular, subatomic, mere, simple, sheer, stark, bare, near, run, dull, petty, shallow, stolid, ungifted, unintelligent, small, extent, small, degree, small, scale, little, bit, wee, bit, slightly, imperceptibly, miserably, wretchedly, insufficiently, imperfectly, faintly, passably, pretty, well, well, enough, certain, limited, degree, partially, part, certain, degree, certain, degree, certain, extent, comparatively, rather, degree, measure, something, somewhat, simply, purely, merely, least, least, ever, little, little, may, tant, soit, peu, fr, ever, small, degree, thus, far, pro, tanto, within, bounds, manner, fashion, speak, almost, nearly, wellnigh, short, quite, near, upon, close, upon, peu, sen, faut, fr, near, mark, within, ace, within, inch, brink, scarcely, hardly, barely, uncertain, degree, thereabouts, somewhere, nearly, say, little, less, ways, degree, way, wise, least, bit, bit, whit, jot, shadow, wise, respect, means, manner, means, account, hand, dare, pondus, idonea, fumo, persius, magno, conatu, magnas, nugas, terence, small, sands, mountain, moments, make, small, sands, mountain, moments, make, year, young, quantity, comparison, similar, object"
CLASS        I,SECTION        III,CLASS        ISECTION        III,33. [Supremacy.]  Superiority ,"superiority, majority, greatness, advantage, pull, preponderance, preponderation, vantage, ground, prevalence, partiality, personal, superiority, nobility, rank, triton, among, minnows, primus, inter, pares, nulli, secundus, captain, crackajack, us, supremacy, preeminence, lead, maximum, record, trikumia, gr, climax, culmination, summit, transcendence, ne, plus, ultra, lions, share, benjamins, mess, excess, surplus, remainder, redundancy, superior, exceed, excel, transcend, outdo, outbalance, outweigh, outrank, outrival, outherod, pass, surpass, get, ahead, overtop, override, overpass, overbalance, overweigh, overmatch, top, oertop, cap, beat, cut, beat, hollow, outstrip, eclipse, throw, shade, take, shine, outshine, put, ones, nose, joint, upper, hand, whip, hand, advantage, turn, scale, kick, beam, play, first, fiddle, importance, preponderate, predominate, prevail, precede, take, precedence, come, first, come, head, culminate, beat, others, bear, palm, break, record, take, cake, us, become, larger, render, larger, increase, expand, superior, greater, major, higher, exceeding, great, distinguished, ultra, vaulting, match, supreme, greatest, utmost, paramount, preeminent, foremost, crowning, firstrate, important, excellent, unrivaled, peerless, matchless, none, second, none, sans, pareil, fr, unparagoned, unparalleled, unequalled, unapproached, unsurpassed, superlative, inimitable, facile, princeps, incomparable, sovereign, without, parallel, nulli, secundus, ne, plus, ultra, beyond, compare, beyond, comparison, culminating, topmost, transcendent, transcendental, plus, royaliste, que, le, roi, fr, catholic, pope, increased, added, enlarged, expanded, beyond, mark, mark, par, upwards, advance, top, scale, height, superior, supreme, degree, eminently, egregiously, preeminently, surpassing, prominently, superlatively, supremely, things, crown, kat, exochin, gr, par, excellence, principally, especially, particularly, peculiarly, fortiori, even, yea, still, shall, look, upon, like, hamlet, deos, fortioribus, addesse, tacitus"
CLASS        I,SECTION        III,CLASS        ISECTION        III,33. Superiority ,"superiority, majority, greatness, advantage, pull, preponderance, preponderation, vantage, ground, prevalence, partiality, personal, superiority, nobility, rank, triton, among, minnows, primus, inter, pares, nulli, secundus, captain, crackajack, us, supremacy, preeminence, lead, maximum, record, trikumia, gr, climax, culmination, summit, transcendence, ne, plus, ultra, lions, share, benjamins, mess, excess, surplus, remainder, redundancy, superior, exceed, excel, transcend, outdo, outbalance, outweigh, outrank, outrival, outherod, pass, surpass, get, ahead, overtop, override, overpass, overbalance, overweigh, overmatch, top, oertop, cap, beat, cut, beat, hollow, outstrip, eclipse, throw, shade, take, shine, outshine, put, ones, nose, joint, upper, hand, whip, hand, advantage, turn, scale, kick, beam, play, first, fiddle, importance, preponderate, predominate, prevail, precede, take, precedence, come, first, come, head, culminate, beat, others, bear, palm, break, record, take, cake, us, become, larger, render, larger, increase, expand, superior, greater, major, higher, exceeding, great, distinguished, ultra, vaulting, match, supreme, greatest, utmost, paramount, preeminent, foremost, crowning, firstrate, important, excellent, unrivaled, peerless, matchless, none, second, none, sans, pareil, fr, unparagoned, unparalleled, unequalled, unapproached, unsurpassed, superlative, inimitable, facile, princeps, incomparable, sovereign, without, parallel, nulli, secundus, ne, plus, ultra, beyond, compare, beyond, comparison, culminating, topmost, transcendent, transcendental, plus, royaliste, que, le, roi, fr, catholic, pope, increased, added, enlarged, expanded, beyond, mark, mark, par, upwards, advance, top, scale, height, superior, supreme, degree, eminently, egregiously, preeminently, surpassing, prominently, superlatively, supremely, things, crown, kat, exochin, gr, par, excellence, principally, especially, particularly, peculiarly, fortiori, even, yea, still, shall, look, upon, like, hamlet, deos, fortioribus, addesse, tacitus"
CLASS        I,SECTION        III,CLASS        ISECTION        III,34. Inferiority ,"inferiority, minority, subordinacy, shortcoming, deficiency, minimum, smallness, imperfection, lower, quality, lower, worth, personal, inferiority, commonalty, inferior, fall, short, come, short, pass, come, want, become, smaller, render, smaller, decrease, contract, hide, diminished, head, retire, shade, yield, palm, play, second, fiddle, upstaged, take, back, seat, inferior, smaller, small, minor, less, lesser, deficient, minus, lower, subordinate, secondary, secondrate, imperfect, sub, subaltern, thrown, shade, weighed, balance, found, wanting, fit, hold, candle, cant, hold, candle, least, smallest, little, small, lowest, diminished, decreased, reduced, contracted, unimportant, less, mark, mark, par, bottom, scale, low, ebb, disadvantage, short, changes, quantity"
CLASS        I,SECTION        III,CLASS        ISECTION        III,35. Increase ,"increase, augmentation, enlargement, extension, dilatation, expansion, increment, accretion, accession, development, growth, aggrandizement, aggravation, rise, ascent, exaggeration, exacerbation, spread, dispersion, flood, tide, gain, produce, product, profit, increase, augment, add, enlarge, dilate, expand, grow, wax, get, ahead, gain, strength, advance, run, shoot, rise, ascend, sprout, aggrandize, raise, exalt, deepen, heighten, strengthen, intensify, enhance, magnify, redouble, aggravate, exaggerate, exasperate, exacerbate, add, fuel, flame, oleum, addere, camino, superadd, add, spread, disperse, increased, increase, undiminished, additional, added, crescendo, vires, acquirit, eundo, vergil"
CLASS        I,SECTION        III,CLASS        ISECTION        III,"36. Nonincrease, Decrease ","decrease, diminution, lessening, subtraction, reduction, abatement, declension, shrinking, contraction, coarctation, abridgment, shortening, extenuation, subsidence, wane, ebb, decline, ebbing, descent, decrement, reflux, depreciation, deterioration, anticlimax, mitigation, moderation, decrease, diminish, lessen, abridge, shorten, shrink, contract, drop, fall, tail, fall, away, waste, wear, wane, ebb, decline, descend, subside, melt, away, die, away, retire, shade, hide, diminished, head, fall, low, ebb, run, low, languish, decay, crumble, bate, abate, dequantitate, discount, depreciate, extenuate, lower, weaken, attenuate, fritter, away, mitigate, moderate, dwarf, throw, shade, reduce, shorten, subtract, unincreased, decreased, decreasing, wane, gilded, halo, hovering, round, decay, byron, fine, degrees, beautifully, less, prior, conjunctive, quantity"
